"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"30/01/2025";"2200";"22,8";"24,7";"22,8";"76,0";"76,0";"65,0";"18,4";"18,5";"17,7";"884,3";"884,3";"883,6";"3,5";"352,0";"6,6";"211,40";"0,0"
"30/01/2025";"2300";"21,6";"22,8";"21,6";"80,0";"80,0";"71,0";"18,0";"18,5";"16,7";"885,6";"885,6";"884,3";"2,7";"336,0";"6,6";"";"0,0"
"31/01/2025";"0000";"21,7";"21,9";"21,5";"74,0";"83,0";"73,0";"16,9";"18,6";"16,8";"886,0";"886,1";"885,6";"1,8";"316,0";"5,1";"";"0,0"
"31/01/2025";"0100";"21,4";"21,8";"21,3";"83,0";"84,0";"75,0";"18,4";"18,5";"17,1";"886,5";"886,5";"886,0";"1,3";"343,0";"3,6";"";"0,0"
"31/01/2025";"0200";"21,3";"21,5";"21,3";"84,0";"84,0";"82,0";"18,5";"18,6";"18,3";"886,7";"886,8";"886,5";"1,2";"319,0";"2,9";"";"0,0"
"31/01/2025";"0300";"21,2";"21,4";"21,2";"85,0";"85,0";"84,0";"18,6";"18,7";"18,5";"886,6";"886,8";"886,6";"2,0";"341,0";"3,4";"";"0,0"
"31/01/2025";"0400";"20,9";"21,2";"20,7";"88,0";"89,0";"85,0";"18,9";"18,9";"18,6";"886,1";"886,6";"886,1";"1,6";"347,0";"3,7";"";"0,0"
"31/01/2025";"0500";"20,7";"21,0";"20,7";"90,0";"90,0";"88,0";"19,0";"19,0";"18,9";"885,4";"886,1";"885,4";"1,3";"330,0";"3,5";"";"0,0"
"31/01/2025";"0600";"20,4";"20,7";"20,4";"91,0";"91,0";"90,0";"18,9";"19,0";"18,9";"885,0";"885,5";"885,0";"1,1";"316,0";"2,4";"";"0,0"
"31/01/2025";"0700";"19,9";"20,4";"19,8";"94,0";"94,0";"91,0";"18,9";"18,9";"18,7";"884,7";"885,0";"884,4";"1,5";"338,0";"2,7";"";"0,0"
"31/01/2025";"0800";"19,9";"20,4";"19,8";"96,0";"96,0";"93,0";"19,2";"19,2";"19,0";"885,2";"885,2";"884,7";"2,0";"5,0";"3,6";"";"0,0"
"31/01/2025";"0900";"18,6";"19,9";"18,6";"94,0";"96,0";"93,0";"17,7";"19,2";"17,5";"885,6";"885,7";"885,2";"2,0";"17,0";"7,1";"";"0,2"
"31/01/2025";"1000";"18,6";"18,6";"18,4";"95,0";"96,0";"94,0";"17,8";"17,8";"17,6";"885,8";"885,8";"885,4";"1,5";"354,0";"4,2";"32,50";"0,4"
"31/01/2025";"1100";"19,8";"19,8";"18,5";"92,0";"95,0";"92,0";"18,4";"18,5";"17,7";"886,2";"886,2";"885,8";"2,6";"354,0";"4,1";"343,70";"0,0"
"31/01/2025";"1200";"22,2";"22,3";"19,8";"83,0";"92,0";"82,0";"19,3";"19,6";"18,4";"886,6";"886,6";"886,2";"2,9";"333,0";"6,2";"1351,60";"0,0"
"31/01/2025";"1300";"23,0";"24,0";"22,0";"78,0";"85,0";"75,0";"19,1";"19,7";"18,6";"886,7";"886,8";"886,6";"2,7";"324,0";"7,2";"1788,80";"0,0"
"31/01/2025";"1400";"23,2";"24,2";"22,3";"82,0";"86,0";"71,0";"20,0";"20,3";"18,3";"886,2";"886,7";"886,2";"2,3";"342,0";"6,3";"1760,60";"0,2"
"31/01/2025";"1500";"26,5";"26,5";"23,2";"65,0";"82,0";"64,0";"19,3";"21,3";"17,9";"885,2";"886,2";"885,2";"2,9";"350,0";"5,9";"2948,50";"0,0"
"31/01/2025";"1600";"25,3";"26,9";"24,7";"65,0";"67,0";"58,0";"18,2";"19,3";"17,0";"884,7";"885,2";"884,6";"4,0";"333,0";"8,5";"2632,40";"0,0"
"31/01/2025";"1700";"19,9";"25,9";"19,9";"93,0";"94,0";"61,0";"18,7";"19,1";"17,5";"884,7";"884,7";"884,4";"4,6";"294,0";"13,0";"940,40";"1,2"
"31/01/2025";"1800";"20,4";"20,4";"19,8";"94,0";"95,0";"93,0";"19,3";"19,4";"18,7";"883,7";"884,7";"883,7";"3,1";"288,0";"11,0";"831,50";"1,6"
"31/01/2025";"1900";"21,4";"21,6";"20,4";"84,0";"94,0";"84,0";"18,6";"19,6";"18,5";"883,7";"883,7";"883,5";"3,1";"304,0";"7,6";"1318,60";"0,0"
"31/01/2025";"2000";"21,4";"22,0";"21,3";"83,0";"86,0";"81,0";"18,3";"19,4";"18,1";"884,0";"884,1";"883,7";"3,1";"310,0";"7,8";"1004,90";"0,0"
"31/01/2025";"2100";"21,0";"21,4";"21,0";"84,0";"85,0";"81,0";"18,2";"18,5";"17,9";"884,3";"884,3";"883,9";"2,4";"335,0";"6,2";"448,60";"0,0"
"31/01/2025";"2200";"20,6";"21,0";"20,6";"88,0";"88,0";"84,0";"18,5";"18,6";"18,1";"884,8";"884,8";"884,3";"2,6";"353,0";"5,1";"93,40";"0,0"
"31/01/2025";"2300";"18,8";"20,6";"18,8";"96,0";"96,0";"87,0";"18,2";"18,5";"18,1";"885,5";"885,5";"884,8";"3,1";"352,0";"8,4";"";"2,8"
"01/02/2025";"0000";"18,9";"18,9";"18,8";"97,0";"97,0";"96,0";"18,4";"18,4";"18,2";"886,1";"886,1";"885,5";"3,1";"349,0";"5,4";"";"1,6"
"01/02/2025";"0100";"19,0";"19,0";"18,8";"97,0";"97,0";"97,0";"18,5";"18,5";"18,4";"886,7";"886,7";"886,1";"3,1";"351,0";"6,2";"";"0,2"
"01/02/2025";"0200";"18,9";"19,0";"18,9";"97,0";"97,0";"97,0";"18,5";"18,5";"18,4";"886,9";"886,9";"886,7";"3,1";"346,0";"6,0";"";"0,2"
"01/02/2025";"0300";"18,7";"18,9";"18,7";"98,0";"98,0";"97,0";"18,3";"18,5";"18,3";"886,7";"887,0";"886,7";"3,6";"357,0";"6,0";"";"1,0"
"01/02/2025";"0400";"18,7";"18,7";"18,6";"98,0";"98,0";"98,0";"18,3";"18,3";"18,2";"885,9";"886,7";"885,9";"2,6";"358,0";"6,0";"";"0,2"
"01/02/2025";"0500";"18,5";"18,7";"18,5";"98,0";"98,0";"98,0";"18,1";"18,3";"18,1";"885,3";"885,9";"885,3";"3,4";"349,0";"5,6";"";"0,0"
"01/02/2025";"0600";"18,3";"18,5";"18,3";"98,0";"98,0";"98,0";"18,0";"18,1";"17,9";"884,8";"885,3";"884,8";"2,2";"340,0";"5,4";"";"0,0"
"01/02/2025";"0700";"18,3";"18,4";"18,3";"98,0";"98,0";"98,0";"17,9";"18,0";"17,9";"884,5";"884,8";"884,5";"2,5";"336,0";"4,6";"";"0,0"
"01/02/2025";"0800";"18,2";"18,3";"18,2";"98,0";"98,0";"98,0";"17,8";"17,9";"17,8";"884,3";"884,5";"884,3";"1,7";"330,0";"4,4";"";"0,0"
"01/02/2025";"0900";"18,2";"18,3";"18,2";"97,0";"98,0";"97,0";"17,8";"17,8";"17,7";"884,2";"884,4";"884,1";"2,5";"332,0";"4,7";"";"0,0"
"01/02/2025";"1000";"18,7";"18,7";"18,2";"97,0";"97,0";"97,0";"18,2";"18,2";"17,7";"884,7";"884,7";"884,2";"1,8";"326,0";"4,7";"173,20";"0,0"
"01/02/2025";"1100";"19,6";"19,6";"18,7";"94,0";"97,0";"94,0";"18,6";"18,7";"18,2";"885,1";"885,1";"884,6";"1,9";"328,0";"4,4";"440,90";"0,0"
"01/02/2025";"1200";"20,8";"20,8";"19,6";"88,0";"94,0";"87,0";"18,7";"18,9";"18,5";"885,7";"885,7";"885,1";"2,5";"324,0";"5,5";"685,80";"0,0"
"01/02/2025";"1300";"22,2";"22,3";"20,8";"76,0";"87,0";"76,0";"17,8";"18,7";"17,7";"885,8";"885,9";"885,7";"3,1";"329,0";"5,8";"1231,60";"0,0"
"01/02/2025";"1400";"22,7";"23,3";"22,2";"71,0";"77,0";"69,0";"17,1";"18,4";"16,7";"885,8";"885,9";"885,8";"3,2";"321,0";"7,9";"1611,40";"0,0"
"01/02/2025";"1500";"23,6";"23,7";"22,6";"71,0";"72,0";"67,0";"18,1";"18,3";"16,3";"885,6";"885,8";"885,6";"3,4";"335,0";"6,8";"1555,30";"0,0"
"01/02/2025";"1600";"24,5";"24,7";"23,6";"69,0";"72,0";"66,0";"18,5";"18,8";"17,5";"884,6";"885,6";"884,6";"2,9";"328,0";"7,4";"2256,00";"0,2"
"01/02/2025";"1700";"25,6";"25,9";"23,7";"63,0";"75,0";"62,0";"18,0";"20,1";"17,8";"883,3";"884,6";"883,3";"3,4";"332,0";"6,9";"2726,60";"0,0"
"01/02/2025";"1800";"26,0";"26,2";"24,5";"70,0";"71,0";"60,0";"20,2";"20,2";"17,2";"882,3";"883,3";"882,3";"3,5";"311,0";"8,6";"3052,00";"0,0"
"01/02/2025";"1900";"24,6";"26,5";"24,5";"68,0";"70,0";"61,0";"18,5";"19,9";"18,1";"881,6";"882,3";"881,6";"2,8";"5,0";"6,7";"2034,60";"0,0"
"01/02/2025";"2000";"21,5";"24,9";"21,5";"78,0";"78,0";"64,0";"17,4";"18,8";"17,2";"881,6";"881,6";"881,3";"3,8";"325,0";"9,0";"609,80";"0,0"
"01/02/2025";"2100";"22,3";"22,3";"20,1";"85,0";"92,0";"78,0";"19,7";"20,3";"17,4";"881,9";"881,9";"881,6";"1,4";"335,0";"7,3";"510,50";"0,8"
"01/02/2025";"2200";"21,5";"22,7";"21,4";"86,0";"87,0";"84,0";"19,0";"20,1";"18,9";"882,4";"882,4";"881,9";"1,9";"332,0";"5,0";"188,80";"0,0"
"01/02/2025";"2300";"20,7";"21,6";"20,5";"88,0";"89,0";"84,0";"18,6";"18,9";"18,6";"883,0";"883,0";"882,4";"1,7";"330,0";"3,9";"";"0,0"
"02/02/2025";"0000";"20,6";"20,7";"20,3";"89,0";"90,0";"88,0";"18,8";"18,8";"18,5";"884,1";"884,1";"883,0";"1,8";"340,0";"3,4";"";"0,0"
"02/02/2025";"0100";"20,3";"20,7";"20,3";"91,0";"91,0";"89,0";"18,7";"18,8";"18,6";"884,6";"884,6";"884,1";"1,5";"359,0";"3,6";"";"0,0"
"02/02/2025";"0200";"20,4";"20,5";"20,2";"89,0";"91,0";"88,0";"18,5";"18,7";"18,4";"885,3";"885,3";"884,6";"2,1";"359,0";"3,8";"";"0,0"
"02/02/2025";"0300";"18,7";"20,4";"18,6";"97,0";"97,0";"89,0";"18,2";"18,5";"17,9";"884,9";"885,4";"884,9";"3,3";"352,0";"8,0";"";"5,2"
"02/02/2025";"0400";"18,9";"18,9";"18,7";"97,0";"97,0";"97,0";"18,5";"18,5";"18,1";"884,5";"884,9";"884,5";"2,0";"342,0";"5,3";"";"3,2"
"02/02/2025";"0500";"18,8";"18,9";"18,8";"98,0";"98,0";"97,0";"18,4";"18,5";"18,4";"884,0";"884,5";"884,0";"0,8";"323,0";"3,4";"";"3,2"
"02/02/2025";"0600";"18,7";"18,8";"18,6";"98,0";"98,0";"98,0";"18,3";"18,4";"18,2";"883,8";"884,0";"883,8";"1,2";"357,0";"2,6";"";"0,8"
"02/02/2025";"0700";"18,0";"18,7";"18,0";"98,0";"98,0";"98,0";"17,6";"18,3";"17,6";"883,9";"884,0";"883,8";"2,3";"337,0";"7,1";"0,10";"8,0"
"02/02/2025";"0800";"18,2";"18,2";"17,9";"98,0";"98,0";"98,0";"17,9";"17,9";"17,6";"884,1";"884,1";"883,9";"2,3";"339,0";"5,2";"";"4,0"
"02/02/2025";"0900";"18,2";"18,3";"18,2";"98,0";"98,0";"98,0";"17,9";"17,9";"17,8";"884,4";"884,4";"884,1";"2,4";"10,0";"4,2";"";"0,0"
"02/02/2025";"1000";"18,4";"18,5";"18,2";"98,0";"98,0";"98,0";"18,1";"18,1";"17,9";"885,1";"885,1";"884,4";"1,9";"338,0";"4,4";"56,60";"0,4"
"02/02/2025";"1100";"19,2";"19,2";"18,4";"97,0";"98,0";"97,0";"18,7";"18,8";"18,1";"885,5";"885,5";"885,1";"2,1";"338,0";"4,5";"336,20";"0,0"
"02/02/2025";"1200";"20,2";"20,3";"19,1";"92,0";"97,0";"92,0";"18,9";"19,3";"18,6";"886,1";"886,1";"885,5";"2,9";"330,0";"7,6";"806,40";"0,0"
"02/02/2025";"1300";"20,4";"20,5";"19,9";"90,0";"93,0";"89,0";"18,7";"18,9";"18,4";"886,3";"886,3";"886,1";"3,8";"338,0";"7,1";"832,40";"0,0"
"02/02/2025";"1400";"20,6";"20,8";"19,8";"87,0";"93,0";"84,0";"18,3";"19,0";"17,9";"886,4";"886,5";"886,3";"4,1";"340,0";"8,7";"969,20";"0,2"
"02/02/2025";"1500";"22,7";"22,7";"20,5";"76,0";"89,0";"75,0";"18,4";"18,8";"16,9";"885,6";"886,4";"885,6";"5,8";"357,0";"10,2";"1854,10";"0,0"
"02/02/2025";"1600";"23,3";"24,2";"22,6";"73,0";"77,0";"69,0";"18,3";"19,4";"17,6";"884,9";"885,6";"884,8";"4,9";"337,0";"10,1";"3624,30";"0,0"
"02/02/2025";"1700";"25,1";"25,1";"23,1";"68,0";"74,0";"66,0";"18,7";"19,1";"17,4";"884,2";"884,9";"884,2";"4,7";"342,0";"10,6";"3425,60";"0,2"
"02/02/2025";"1800";"25,1";"25,2";"23,5";"64,0";"73,0";"64,0";"17,9";"19,4";"17,2";"883,5";"884,2";"883,5";"4,6";"354,0";"9,6";"3186,30";"0,0"
"02/02/2025";"1900";"24,3";"25,1";"23,6";"67,0";"70,0";"64,0";"17,7";"18,6";"17,0";"883,2";"883,5";"883,2";"4,7";"358,0";"10,2";"2049,10";"0,0"
